transaction_id,amount_kzt,transaction_hour,is_night,device_os,is_new_device,time_on_screen_sec,merchant_category,is_fraud
5343,31000.0,16,0,iOS,0,33,Electronics,0
8442,4000.0,17,0,iOS,0,66,Services,0
9540,3000.0,10,0,iOS,0,274,Entertainment,0
11685,500.0,14,0,Android,0,208,Entertainment,0
7128,20000.0,14,0,Web,0,22,Entertainment,0
11883,18000.0,14,0,iOS,0,78,P2P,0
4262,27880.0,21,0,Android,0,31,Grocery,0
11252,750.0,22,0,Android,0,285,Grocery,0
1322,1000.0,13,0,Android,0,247,Entertainment,0
7602,7000.0,21,0,iOS,0,196,Services,0
12036,3000.0,9,0,Android,0,153,Services,0
5708,2100.0,10,0,Android,1,124,P2P,0
11958,1500.0,11,0,Android,0,289,Grocery,0
2156,8000.0,19,0,Android,0,29,Services,0
9965,3000.0,15,0,iOS,0,44,Grocery,0
10093,2000.0,18,0,Android,0,241,Entertainment,0
10137,1800.0,13,0,Android,0,293,P2P,0
10527,100000.0,19,0,iOS,0,58,Electronics,0
12386,12000.0,22,0,iOS,0,140,Electronics,0
9158,45000.0,15,0,Android,0,80,Grocery,0
12260,5000.0,15,0,iOS,0,14,Entertainment,0
12638,33625.0,16,0,Web,0,58,Entertainment,0
374,20000.0,16,0,Android,0,264,Services,0
1052,4000.0,14,0,Android,0,157,Grocery,0
6248,190000.0,19,0,iOS,0,82,Services,0
8719,1000.0,9,0,Android,0,249,Entertainment,0
3513,20000.0,1,1,Web,0,231,Electronics,0
4746,1000.0,20,0,Android,0,170,Entertainment,0
5932,5500.0,11,0,Android,0,174,P2P,0
6460,10000.0,9,0,Android,0,144,Services,0
6935,3000.0,9,0,iOS,0,257,Grocery,0
9975,90000.0,11,0,iOS,0,141,Entertainment,0
11115,4000.0,10,0,Android,0,202,Services,0
1099,1864.0,20,0,iOS,0,6,Services,0
10235,1000.0,17,0,iOS,0,101,Grocery,0
2459,30000.0,15,0,iOS,0,215,Grocery,0
4361,2349.0,9,0,Android,0,274,Entertainment,0
6067,9200.0,9,0,Android,0,79,P2P,0
6804,50000.0,8,0,Android,0,228,Grocery,0
6911,4000.0,6,0,iOS,0,138,Services,0
10172,70000.0,11,0,Android,0,297,Services,0
10389,2000.0,10,0,Web,0,57,Entertainment,0
1219,90000.0,14,0,iOS,0,263,P2P,0
6543,1000.0,13,0,iOS,0,245,Entertainment,0
10984,6700.0,13,0,Android,0,259,Electronics,0
12022,1966.0,7,0,Android,0,141,Entertainment,0
5500,13000.0,21,0,iOS,0,76,Grocery,0
6016,23000.0,9,0,iOS,1,262,Electronics,0
9053,500.0,13,0,iOS,0,150,Electronics,0
10565,76.0,9,0,iOS,0,289,Entertainment,0
11065,1000.0,18,0,Web,0,27,Grocery,0
11211,11000.0,18,0,iOS,0,23,Electronics,0
3613,18000.0,12,0,iOS,0,47,Grocery,0
5515,5000.0,8,0,Android,0,276,P2P,0
6243,500.0,14,0,iOS,1,168,Grocery,0
1695,181500.0,19,0,Android,0,204,Electronics,0
3247,13000.0,17,0,Android,0,150,Entertainment,0
7826,60000.0,16,0,Android,0,288,Entertainment,0
398,1000.0,10,0,iOS,0,88,Entertainment,0
647,1350.0,0,1,Android,0,288,Services,0
9652,10000.0,13,0,Android,1,74,Grocery,0
7,10000.0,17,0,iOS,0,174,Grocery,0
14,11000.0,19,0,iOS,1,169,Entertainment,0
25,20000.0,16,0,Android,0,87,Services,0
45,576.0,1,1,iOS,0,63,Grocery,0
5256,10000.0,21,0,iOS,0,266,Grocery,0
5620,20000.0,9,0,iOS,0,51,P2P,0
6299,20000.0,13,0,iOS,0,252,Entertainment,0
218,1000.0,11,0,Android,0,114,Services,0
1191,203000.0,15,0,iOS,0,157,Grocery,0
5052,100000.0,23,1,iOS,0,18,Electronics,0
5723,2000.0,12,0,Android,0,28,Entertainment,0
6458,96000.0,16,0,Android,1,211,Entertainment,0
7516,102434.0,15,0,Android,0,108,Services,0
8819,35000.0,13,0,iOS,0,162,Entertainment,0
4841,1000.0,14,0,iOS,0,167,Services,0
5406,900.0,11,0,iOS,0,229,Grocery,0
7401,1700.0,10,0,iOS,0,173,Entertainment,0
11038,124000.0,12,0,iOS,0,257,Services,0
3451,200000.0,14,0,Android,1,233,Entertainment,0
7246,10648.0,19,0,iOS,0,258,Electronics,0
1421,287539.0,14,0,Web,0,100,P2P,0
2515,50000.0,17,0,Android,0,207,Grocery,0
3952,7000.0,20,0,iOS,0,238,P2P,0
7703,10000.0,18,0,Android,0,88,P2P,0
8389,47000.0,12,0,Android,0,131,Services,0
9104,7000.0,11,0,Android,0,283,P2P,0
11783,40000.0,13,0,iOS,1,225,Grocery,1
6070,150000.0,16,0,iOS,0,161,P2P,0
11664,5000.0,19,0,Android,0,183,Services,0
5086,28000.0,17,0,iOS,0,76,Entertainment,0
8284,100000.0,17,0,Android,0,266,Electronics,0
2361,4000.0,21,0,iOS,1,136,P2P,0
3955,5000.0,18,0,iOS,0,293,P2P,0
11291,17000.0,16,0,iOS,0,31,Services,0
9108,500.0,8,0,iOS,0,73,Grocery,0
11666,30000.0,15,0,Android,1,98,Grocery,0
2876,25524.5,13,0,Android,0,101,Entertainment,0
3341,20000.0,22,0,Android,0,85,Services,0
8499,1000.0,18,0,Android,0,71,Services,0
1040,13000.0,20,0,Android,0,256,Electronics,0
5138,40000.0,12,0,Android,0,106,Electronics,0
5453,2000.0,15,0,iOS,0,30,Entertainment,0
7186,15000.0,10,0,Android,0,114,P2P,0
7395,15000.0,18,0,Android,0,56,Services,0
1230,30000.0,14,0,iOS,0,231,P2P,0
7031,152000.0,14,0,Web,0,92,Services,0
11373,1244.0,20,0,Android,0,66,Grocery,0
1432,45000.0,21,0,iOS,0,149,Electronics,0
2265,10000.0,23,1,Android,0,163,Grocery,0
3296,10000.0,18,0,iOS,0,179,Entertainment,0
5302,15000.0,18,0,Android,0,45,Grocery,0
6609,20000.0,15,0,iOS,1,236,Electronics,0
10578,25000.0,14,0,iOS,0,240,P2P,0
11503,41896.0,13,0,iOS,0,227,Grocery,0
1046,20000.0,15,0,Android,0,278,Grocery,0
7350,70000.0,15,0,Android,0,17,Grocery,0
2062,200.0,9,0,Android,0,173,Entertainment,0
5096,38000.0,2,1,iOS,0,24,Electronics,0
9217,32000.0,15,0,Android,0,175,Entertainment,0
9603,40000.0,11,0,Android,0,255,P2P,0
10406,20000.0,20,0,Android,0,141,Electronics,0
370,5000.0,22,0,iOS,0,299,Entertainment,0
4224,30000.0,21,0,Android,0,205,P2P,0
7513,15000.0,20,0,iOS,0,5,P2P,0
272,350000.0,11,0,Android,0,193,Grocery,0
576,15000.0,12,0,Android,1,112,Services,0
6192,43000.0,15,0,Android,1,254,Grocery,0
7037,3000.0,17,0,Android,0,63,Electronics,0
4,239000.0,19,0,Web,0,253,Grocery,0
12,140000.0,14,0,Android,0,194,Entertainment,0
17,20000.0,21,0,Android,0,249,Entertainment,0
78,5000.0,17,0,Android,0,259,Services,0
172,24500.0,13,0,Web,0,142,Entertainment,0
282,2000.0,18,0,iOS,0,71,Grocery,0
431,40000.0,9,0,iOS,0,147,Grocery,0
5722,503420.0,13,0,Android,0,248,Entertainment,0
8193,376.0,16,0,iOS,0,112,Grocery,0
543,1000.0,22,0,Android,0,86,Entertainment,0
567,2000.0,8,0,iOS,0,259,Services,0
1906,200000.0,20,0,Android,0,8,Services,0
8301,35244.0,15,0,Android,0,9,Electronics,0
8355,5000.0,17,0,Android,0,171,P2P,0
849,15000.0,19,0,iOS,0,264,Entertainment,0
4850,120000.0,11,0,iOS,0,151,Grocery,0
6195,253000.0,10,0,Web,0,180,Services,0
7884,20000.0,15,0,Android,0,228,P2P,0
1598,10000.0,19,0,iOS,0,223,Entertainment,0
4594,50000.0,13,0,Android,0,160,Grocery,0
6883,5000.0,9,0,iOS,0,144,Electronics,0
3489,1500.0,17,0,Android,0,165,P2P,0
10691,254000.0,10,0,Android,0,78,Services,0
11762,50000.0,18,0,Android,0,89,Grocery,0
12032,80000.0,11,0,iOS,0,107,Grocery,0
995,13000.0,16,0,iOS,1,176,Grocery,0
4519,10000.0,23,1,Android,0,131,Entertainment,0
4673,44500.0,15,0,iOS,0,121,Services,1
4982,168000.0,12,0,Web,0,12,Grocery,0
11990,6000.0,4,1,iOS,1,280,Electronics,0
7179,10000.0,22,0,Android,0,53,Services,0
8700,5000.0,11,0,Android,0,281,Entertainment,0
10088,5000.0,22,0,iOS,1,214,P2P,0
1473,25000.0,12,0,iOS,0,200,Entertainment,0
7285,2000.0,13,0,Android,0,277,Electronics,0
8598,9050.0,12,0,Android,0,160,Grocery,0
9251,301000.0,16,0,Web,0,258,Electronics,0
9869,50000.0,9,0,Android,0,38,Entertainment,0
868,70000.0,14,0,Android,0,113,Services,0
3857,1000.0,12,0,iOS,1,54,Entertainment,0
4004,8990.0,18,0,iOS,0,121,Services,0
10987,20000.0,19,0,iOS,1,75,Grocery,0
12035,2500.0,8,0,Web,0,264,Grocery,0
12088,15000.0,13,0,iOS,1,188,Grocery,0
1890,8000.0,21,0,Web,0,39,Services,0
4058,6500.0,14,0,Android,0,86,Electronics,0
10780,28000.0,14,0,Android,0,193,Services,0
8075,30000.0,2,1,Android,0,262,Services,0
11802,1500.0,15,0,iOS,0,263,P2P,0
11929,50000.0,17,0,Android,0,261,Services,0
12125,4000.0,18,0,Android,0,193,Grocery,0
11465,60000.0,15,0,iOS,0,282,Electronics,0
12481,110000.0,18,0,iOS,0,161,Services,0
2572,183000.0,9,0,iOS,0,260,Entertainment,0
11255,99000.0,13,0,Android,0,99,Electronics,0
11993,5000.0,14,0,Web,0,204,P2P,0
12015,2000.0,12,0,iOS,0,20,Electronics,0
12887,25000.0,13,0,Web,0,274,P2P,0
1192,74000.0,19,0,iOS,0,291,Services,0
1239,5000.0,9,0,Android,0,128,P2P,0
4435,15000.0,14,0,iOS,0,68,P2P,0
7936,1000.0,9,0,Android,0,26,Entertainment,0
4902,800.0,15,0,iOS,0,75,Grocery,0
5469,5000.0,20,0,Android,0,159,Electronics,0
7569,5000.0,19,0,Android,0,72,Grocery,0
11226,3000.0,14,0,Android,0,296,Services,0
11505,2500.0,20,0,iOS,0,188,Electronics,0
744,156000.0,15,0,Android,0,24,Services,0
1391,1600.0,13,0,Android,0,262,Entertainment,0
1753,5000.0,12,0,Android,0,238,Services,0
4180,60000.0,17,0,Android,0,181,P2P,0
4747,10000.0,15,0,iOS,0,213,Grocery,0
5522,990000.0,18,0,Android,0,97,Electronics,0
7938,1500.0,2,1,Android,0,73,Services,0
9023,19500.0,11,0,iOS,0,24,P2P,0
9172,22500.0,13,0,iOS,1,59,Grocery,1
9654,120000.0,10,0,Web,0,285,P2P,0
7596,800.0,16,0,iOS,0,156,Electronics,0
11660,113000.0,18,0,iOS,0,263,Grocery,0
2565,797080.65,10,0,iOS,0,88,Entertainment,0
2722,3000.0,10,0,iOS,0,235,Electronics,0
3335,8000.0,17,0,iOS,0,23,Entertainment,0
3649,13000.0,7,0,Android,0,20,Services,0
6068,10000.0,14,0,iOS,0,75,Entertainment,0
6386,210000.0,13,0,Android,0,129,Services,0
11683,35000.0,8,0,Android,1,161,Electronics,0
5394,6000.0,13,0,Android,0,245,Services,0
7547,3000.0,19,0,Android,0,21,Grocery,0
11881,40000.0,12,0,Android,0,52,P2P,0
3401,10000.0,17,0,Android,0,89,Services,0
4947,8000.0,12,0,Android,0,281,Grocery,0
492,2000.0,9,0,Android,0,172,Grocery,0
575,21000.0,20,0,Android,0,134,Grocery,0
2687,150000.0,7,0,Android,0,149,Grocery,0
3402,111000.0,19,0,Android,0,250,Services,0
5567,2360.0,14,0,Android,0,42,P2P,0
8139,5000.0,7,0,iOS,0,160,Grocery,0
447,41000.0,14,0,Android,0,263,Entertainment,0
623,30000.0,14,0,Android,0,173,Electronics,0
3403,300000.0,15,0,Android,0,90,P2P,0
7198,700.0,8,0,iOS,0,253,Services,0
8666,2000.0,12,0,Web,1,73,Services,0
9460,244000.0,20,0,iOS,0,52,Electronics,0
127,6000.0,11,0,iOS,0,140,Services,0
7092,6000.0,22,0,iOS,0,248,Grocery,0
3823,100000.0,12,0,Android,0,69,Services,0
3295,7000.0,15,0,Android,0,276,Services,0
8762,20000.0,20,0,iOS,0,275,Electronics,0
10874,1000.0,16,0,Android,0,88,Services,0
11409,2000.0,17,0,iOS,0,222,Grocery,0
8865,10000.0,17,0,Android,1,116,Electronics,0
9553,1200.0,14,0,Android,0,239,Services,0
472,7000.0,12,0,Android,0,289,Services,0
703,20000.0,10,0,Android,0,36,Entertainment,0
6860,1178.0,14,0,iOS,0,234,P2P,0
7651,6400.0,19,0,iOS,0,117,Entertainment,0
9004,1362074.3,7,0,Android,0,24,Entertainment,0
9635,3000.0,14,0,Android,0,255,Electronics,0
11882,2100.0,17,0,Android,0,58,Services,0
8905,10000.0,18,0,Android,0,83,Services,0
7704,800.0,15,0,iOS,0,289,Electronics,0
10568,20000.0,10,0,Android,0,49,Entertainment,0
10525,22000.0,12,0,Android,0,276,P2P,0
5811,10000.0,10,0,iOS,0,207,Entertainment,0
6549,6000.0,20,0,Android,0,108,Services,0
8806,1000.0,17,0,Android,0,273,Grocery,0
11254,2500.0,14,0,Android,0,116,Entertainment,0
8550,1000.0,14,0,Android,0,274,Grocery,0
9545,140000.0,14,0,Android,0,196,P2P,0
10051,15000.0,13,0,Android,0,291,P2P,0
2258,8000.0,21,0,iOS,0,58,Grocery,0
4937,50000.0,15,0,Android,1,294,Grocery,1
8341,13640.0,21,0,Android,0,64,Entertainment,0
11466,5000.0,11,0,iOS,1,292,Services,0
12399,4000.0,14,0,Android,0,185,P2P,0
12792,1700.0,14,0,Android,0,124,Entertainment,0
5459,25000.0,19,0,Android,1,125,Electronics,0
7559,3000.0,0,1,Android,0,221,Electronics,0
2734,5000.0,16,0,Android,0,188,P2P,0
3398,130000.0,11,0,Web,1,20,P2P,0
5766,500.0,16,0,iOS,0,100,Grocery,0
436,9000.0,17,0,Android,0,231,Services,0
550,10000.0,16,0,iOS,0,226,Services,0
2318,10000.0,16,0,Android,0,124,P2P,0
3037,1610.0,14,0,iOS,1,94,Entertainment,0
3505,35000.0,10,0,Web,0,120,P2P,0
4272,30000.0,16,0,iOS,0,91,Services,0
9313,250.0,20,0,Android,0,221,Grocery,0
1233,75500.0,2,1,Web,0,234,Services,0
3869,3000.0,16,0,Android,0,143,Services,0
9362,8000.0,20,0,Android,0,65,Entertainment,0
10275,2000.0,18,0,Android,0,201,Entertainment,0
5874,3700.0,11,0,Android,0,10,Entertainment,0
7563,10000.0,12,0,iOS,1,188,Entertainment,1
7613,3000.0,13,0,Android,0,18,Services,0
8716,32000.0,11,0,Android,0,172,P2P,0
8868,20000.0,19,0,Android,0,237,Grocery,0
9698,150000.0,16,0,iOS,0,117,P2P,1
933,3000.0,17,0,iOS,1,277,Entertainment,0
1851,55555.0,13,0,Android,0,29,P2P,0
3871,1200.0,15,0,Android,0,165,P2P,0
8458,5000.0,13,0,iOS,0,197,Grocery,0
7514,1750.0,20,0,Android,0,31,Services,0
8511,40000.0,20,0,Web,0,171,Entertainment,0
8971,150000.0,12,0,iOS,0,5,Electronics,0
29,41000.0,19,0,Web,0,98,Grocery,0
42,10000.0,23,1,iOS,0,141,Grocery,0
163,200.0,21,0,iOS,0,175,Electronics,0
3510,30000.0,11,0,iOS,0,250,Electronics,0
3969,100000.0,12,0,iOS,0,275,Services,0
5102,6000.0,16,0,Android,0,119,Entertainment,0
1597,2000.0,16,0,Android,0,181,Entertainment,0
5103,16836.27,14,0,iOS,0,172,Grocery,0
5985,6000.0,20,0,iOS,0,275,Grocery,0
10018,2000.0,10,0,Android,0,292,Grocery,0
11793,80000.0,2,1,Web,0,126,Electronics,0
5055,35599.0,11,0,Android,0,226,Electronics,0
10019,15000.0,12,0,Web,0,178,P2P,0
10582,9000.0,13,0,iOS,0,147,Electronics,0
2668,110000.0,17,0,Android,0,248,Services,0
5082,10000.0,11,0,Android,0,136,Grocery,0
7545,4000.0,8,0,Android,0,84,Services,0
10000,124000.0,17,0,iOS,0,31,P2P,0
11966,2000.0,14,0,Android,0,79,Electronics,0
6015,41000.0,17,0,Android,0,253,Entertainment,0
6752,20000.0,8,0,Android,0,199,Entertainment,0
11572,22000.0,21,0,iOS,0,198,Services,0
1993,500.0,18,0,iOS,0,258,Entertainment,0
2723,8000.0,18,0,Android,0,6,P2P,0
7337,5000.0,19,0,Android,0,208,Entertainment,0
8597,10000.0,0,1,iOS,0,236,Electronics,0
10861,15000.0,10,0,iOS,1,137,Electronics,0
317,20000.0,13,0,Web,0,104,Services,0
340,19000.0,13,0,Android,0,150,Grocery,0
5016,7000.0,16,0,Android,0,102,Grocery,0
3804,480.0,21,0,Web,0,41,Entertainment,0
4778,3500.0,8,0,iOS,0,243,P2P,0
6334,36000.0,7,0,iOS,1,5,Grocery,0
7599,5000.0,13,0,Android,0,207,Electronics,0
10694,33000.0,14,0,iOS,0,189,Electronics,0
11212,5000.0,18,0,iOS,0,216,Electronics,0
4416,20000.0,13,0,Android,0,145,Electronics,0
1321,1500.0,17,0,Android,0,276,P2P,0
3858,450.0,10,0,iOS,1,283,Electronics,0
4210,4000.0,11,0,Android,0,150,Services,0
5187,2300.0,12,0,iOS,0,211,Entertainment,0
9106,2000.0,11,0,Android,0,103,Entertainment,0
10611,70000.0,18,0,iOS,0,25,P2P,0
11462,3200.0,13,0,Android,0,206,Services,0
3028,10000.0,19,0,Android,0,183,Services,0
11766,20000.0,21,0,Web,0,184,Electronics,0
5136,2000.0,9,0,iOS,0,189,Grocery,0
9496,2000.0,12,0,Web,1,277,Entertainment,0
1581,10500.0,16,0,Android,0,224,P2P,0
2825,60000.0,19,0,iOS,0,142,Services,0
7185,10000.0,18,0,Android,0,49,Entertainment,0
7448,183000.0,19,0,Web,0,264,Entertainment,0
11930,1300.0,22,0,Android,0,134,Electronics,0
11970,2000.0,11,0,iOS,0,153,Grocery,0
12292,1000000.0,14,0,Android,0,288,Electronics,0
8024,8000.0,21,0,Android,0,31,Entertainment,0
12613,30000.0,16,0,iOS,0,299,Electronics,0
5765,5000.0,17,0,Android,0,252,P2P,0
6557,60000.0,10,0,Android,0,185,Entertainment,0
8083,40000.0,16,0,Android,0,278,P2P,0
9213,13500.0,12,0,iOS,0,58,Services,0
9694,15000.0,14,0,iOS,0,88,Services,0
1281,10000.0,19,0,iOS,0,268,Grocery,0
2783,25000.0,17,0,Web,0,75,Services,0
2884,180000.0,15,0,Android,0,49,Services,0
8031,8300.0,23,1,Android,0,128,Grocery,0
2266,3000.0,12,0,iOS,0,191,Grocery,0
2885,104000.0,18,0,Android,0,81,Grocery,0
3765,1000.0,13,0,iOS,0,170,Grocery,0
3817,9000.0,3,1,Android,0,244,Electronics,0
4171,65000.0,21,0,Android,0,98,Electronics,0
4221,15000.0,13,0,iOS,0,136,P2P,0
5925,50000.0,17,0,iOS,0,255,P2P,0
7717,20000.0,8,0,iOS,0,70,Entertainment,0
8086,10000.0,0,1,Android,0,291,Electronics,0
8403,10000.0,10,0,Android,0,194,Electronics,0
10318,5000.0,12,0,Android,0,10,Grocery,0
8297,5000.0,18,0,Web,0,275,Entertainment,0
8404,1000.0,10,0,Android,0,132,Grocery,0
10877,5000.0,5,1,Android,0,187,Entertainment,0
3768,5000.0,7,0,Android,0,68,Electronics,0
5770,100000.0,7,0,Android,0,151,P2P,0
9119,3000.0,16,0,Android,1,101,Services,0
23,20000.0,11,0,iOS,0,53,Grocery,0
68,75000.0,11,0,Android,0,196,P2P,0
89,40000.0,16,0,Android,0,132,Electronics,0
